atis_id;airport_icao;visibility;wind_speed;wind_gust;wind_direction;rvr;rvr_tendency;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
889;KLAX;10.0;5;0;320;6000.0;>;24;R;No ILS;0.9;4.9;-1.0;None;0;1;1;1
890;KJFK;10.0;13;19;340;6000.0;>;31;R;CAT III;11.3;6.5;-1.0;None;1;0;0;1
890;KJFK;10.0;13;19;340;6000.0;>;31;L;CAT III;11.3;6.5;-1.0;None;1;0;0;1
891;KJFK;10.0;11;0;360;6000.0;>;31;R;CAT III;7.1;8.4;-1.0;None;1;0;0;1
891;KJFK;10.0;11;0;360;6000.0;>;31;L;CAT III;7.1;8.4;-1.0;None;1;0;0;1
892;KLAX;10.0;8;0;280;6000.0;>;24;R;No ILS;6.1;5.1;-1.0;None;0;1;1;1
893;KATL;10.0;4;0;110;6000.0;>;8;L;No ILS;3.5;2.0;-1.0;None;0;0;0;1
893;KATL;10.0;4;0;110;6000.0;>;9;R;No ILS;3.8;1.4;-1.0;None;0;0;0;1
893;KATL;10.0;4;0;110;6000.0;>;10;X;No ILS;3.9;0.7;-1.0;None;0;0;0;1
894;KORD;10.0;11;19;190;6000.0;>;27;C;CAT III;1.9;10.8;7000.0;None;1;0;0;1
894;KORD;10.0;11;19;190;6000.0;>;27;R;CAT III;1.9;10.8;7000.0;None;1;0;0;1
894;KORD;10.0;11;19;190;6000.0;>;28;C;CAT III;0.0;11.0;7000.0;None;1;0;0;1
895;KIAD;10.0;5;0;40;6000.0;>;1;R;CAT III;4.3;2.5;-1.0;None;1;0;0;1
895;KIAD;10.0;5;0;40;6000.0;>;1;C;CAT III;4.3;2.5;-1.0;None;1;0;0;1
895;KIAD;10.0;5;0;40;6000.0;>;1;L;CAT III;4.3;2.5;-1.0;None;1;0;0;1
897;KIAD;10.0;0;0;0;6000.0;>;1;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
897;KIAD;10.0;0;0;0;6000.0;>;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
897;KIAD;10.0;0;0;0;6000.0;>;1;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
898;KJFK;10.0;8;0;330;6000.0;>;31;R;CAT III;7.5;2.7;-1.0;None;1;0;0;1
898;KJFK;10.0;8;0;330;6000.0;>;31;L;CAT III;7.5;2.7;-1.0;None;1;0;0;1
899;KLAX;10.0;6;0;310;6000.0;>;24;R;No ILS;2.1;5.6;-1.0;None;0;1;1;1
901;KATL;10.0;4;0;170;6000.0;>;8;L;No ILS;0.0;4.0;-1.0;None;0;0;0;1
901;KATL;10.0;4;0;170;6000.0;>;9;R;No ILS;0.7;3.9;-1.0;None;0;0;0;1
901;KATL;10.0;4;0;170;6000.0;>;10;X;No ILS;1.4;3.8;-1.0;None;0;0;0;1
902;KORD;10.0;10;22;190;6000.0;>;27;C;CAT III;1.7;9.8;6500.0;None;1;0;0;1
902;KORD;10.0;10;22;190;6000.0;>;27;R;CAT III;1.7;9.8;6500.0;None;1;0;0;1
902;KORD;10.0;10;22;190;6000.0;>;28;C;CAT III;0.0;10.0;6500.0;None;1;0;0;1
904;KJFK;10.0;8;0;290;6000.0;>;31;R;CAT III;7.5;2.7;-1.0;None;1;0;0;1
904;KJFK;10.0;8;0;290;6000.0;>;31;L;CAT III;7.5;2.7;-1.0;None;1;0;0;1
905;KIAD;10.0;6;0;-1;6000.0;>;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
906;KATL;10.0;9;0;180;6000.0;>;8;L;No ILS;-1.6;8.9;-1.0;None;0;0;0;1
906;KATL;10.0;9;0;180;6000.0;>;9;R;No ILS;0.0;9.0;-1.0;None;0;0;0;1
906;KATL;10.0;9;0;180;6000.0;>;10;X;No ILS;1.6;8.9;-1.0;None;0;0;0;1
907;KORD;10.0;10;0;190;6000.0;>;27;C;CAT III;1.7;9.8;6500.0;None;1;0;0;1
907;KORD;10.0;10;0;190;6000.0;>;27;R;CAT III;1.7;9.8;6500.0;None;1;0;0;1
907;KORD;10.0;10;0;190;6000.0;>;28;C;CAT III;0.0;10.0;6500.0;None;1;0;0;1
908;KLAX;10.0;8;0;290;6000.0;>;24;R;No ILS;5.1;6.1;-1.0;None;0;1;1;1
909;KLAX;10.0;8;0;260;6000.0;>;24;R;No ILS;7.5;2.7;-1.0;None;0;1;1;1
910;KORD;10.0;12;20;190;6000.0;>;27;C;CAT III;2.1;11.8;7500.0;None;1;0;0;1
910;KORD;10.0;12;20;190;6000.0;>;27;R;CAT III;2.1;11.8;7500.0;None;1;0;0;1
910;KORD;10.0;12;20;190;6000.0;>;28;C;CAT III;0.0;12.0;7500.0;None;1;0;0;1
911;KIAD;10.0;6;0;310;6000.0;>;1;R;CAT III;3.0;5.2;-1.0;None;1;0;0;1
911;KIAD;10.0;6;0;310;6000.0;>;1;C;CAT III;3.0;5.2;-1.0;None;1;0;0;1
912;KATL;10.0;4;0;200;6000.0;>;8;L;No ILS;-2.0;3.5;-1.0;None;0;0;0;1
912;KATL;10.0;4;0;200;6000.0;>;9;R;No ILS;-1.4;3.8;-1.0;None;0;0;0;1
912;KATL;10.0;4;0;200;6000.0;>;10;X;No ILS;-0.7;3.9;-1.0;None;0;0;0;1
913;KJFK;10.0;12;18;270;6000.0;>;31;R;CAT III;9.2;7.7;-1.0;None;1;0;0;1
913;KJFK;10.0;12;18;270;6000.0;>;31;L;CAT III;9.2;7.7;-1.0;None;1;0;0;1
915;KATL;10.0;3;0;-1;6000.0;>;8;L;No ILS;0.0;0.0;-1.0;None;0;0;0;1
915;KATL;10.0;3;0;-1;6000.0;>;9;R;No ILS;0.0;0.0;-1.0;None;0;0;0;1
915;KATL;10.0;3;0;-1;6000.0;>;10;X;No ILS;0.0;0.0;-1.0;None;0;0;0;1
916;KIAD;10.0;4;0;-1;6000.0;>;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
916;KIAD;10.0;4;0;-1;6000.0;>;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
916;KIAD;10.0;4;0;-1;6000.0;>;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
918;KORD;10.0;11;20;200;6000.0;>;27;C;CAT III;3.8;10.3;6500.0;None;1;0;0;1
918;KORD;10.0;11;20;200;6000.0;>;27;R;CAT III;3.8;10.3;6500.0;None;1;0;0;1
918;KORD;10.0;11;20;200;6000.0;>;28;C;CAT III;1.9;10.8;6500.0;None;1;0;0;1
919;KJFK;10.0;12;0;240;6000.0;>;22;L;CAT III;11.3;4.1;-1.0;None;1;0;0;0
919;KJFK;10.0;12;0;240;6000.0;>;22;R;CAT III;11.3;4.1;-1.0;None;1;0;0;0
920;KLAX;10.0;11;0;250;6000.0;>;24;R;No ILS;10.8;1.9;-1.0;None;0;1;1;1
921;KJFK;10.0;10;0;240;6000.0;>;22;L;CAT III;9.4;3.4;-1.0;None;1;0;0;0
921;KJFK;10.0;10;0;240;6000.0;>;22;R;CAT III;9.4;3.4;-1.0;None;1;0;0;0
922;KATL;10.0;7;0;220;6000.0;>;8;L;No ILS;-5.4;4.5;-1.0;None;0;0;0;1
922;KATL;10.0;7;0;220;6000.0;>;9;R;No ILS;-4.5;5.4;-1.0;None;0;0;0;1
922;KATL;10.0;7;0;220;6000.0;>;10;X;No ILS;-3.5;6.1;-1.0;None;0;0;0;1
923;KLAX;10.0;14;0;240;6000.0;>;24;R;No ILS;14.0;0.0;-1.0;None;0;1;1;1
924;KIAD;10.0;3;0;-1;6000.0;>;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
924;KIAD;10.0;3;0;-1;6000.0;>;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
924;KIAD;10.0;3;0;-1;6000.0;>;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
926;KORD;10.0;14;22;200;6000.0;>;27;C;CAT III;4.8;13.2;7000.0;None;1;0;0;0
926;KORD;10.0;14;22;200;6000.0;>;27;R;CAT III;4.8;13.2;7000.0;None;1;0;0;0
926;KORD;10.0;14;22;200;6000.0;>;28;C;CAT III;2.4;13.8;7000.0;None;1;0;0;0
928;KLAX;10.0;19;28;250;6000.0;>;24;R;No ILS;18.7;3.3;-1.0;None;0;1;1;1
929;KJFK;10.0;12;0;240;6000.0;>;22;L;CAT III;11.3;4.1;-1.0;None;1;0;0;0
929;KJFK;10.0;12;0;240;6000.0;>;22;R;CAT III;11.3;4.1;-1.0;None;1;0;0;0
930;KIAD;10.0;4;0;-1;6000.0;>;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
930;KIAD;10.0;4;0;-1;6000.0;>;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
930;KIAD;10.0;4;0;-1;6000.0;>;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
931;KATL;10.0;4;0;-1;6000.0;>;8;L;No ILS;0.0;0.0;-1.0;None;0;0;0;1
931;KATL;10.0;4;0;-1;6000.0;>;9;R;No ILS;0.0;0.0;-1.0;None;0;0;0;1
931;KATL;10.0;4;0;-1;6000.0;>;10;X;No ILS;0.0;0.0;-1.0;None;0;0;0;1
932;KORD;10.0;11;19;200;6000.0;>;27;C;CAT III;3.8;10.3;19000.0;None;1;0;0;0
932;KORD;10.0;11;19;200;6000.0;>;27;R;CAT III;3.8;10.3;19000.0;None;1;0;0;0
932;KORD;10.0;11;19;200;6000.0;>;28;C;CAT III;1.9;10.8;19000.0;None;1;0;0;0
933;KIAD;10.0;5;0;200;6000.0;>;19;C;CAT III;4.9;0.9;-1.0;None;1;0;0;1
934;KATL;10.0;6;0;110;6000.0;>;8;L;No ILS;5.2;3.0;-1.0;None;0;0;0;1
934;KATL;10.0;6;0;110;6000.0;>;9;R;No ILS;5.6;2.1;-1.0;None;0;0;0;1
934;KATL;10.0;6;0;110;6000.0;>;10;X;No ILS;5.9;1.0;-1.0;None;0;0;0;1
935;KJFK;10.0;15;0;200;6000.0;>;22;L;CAT III;14.1;5.1;-1.0;None;1;0;0;0
935;KJFK;10.0;15;0;200;6000.0;>;22;R;CAT III;14.1;5.1;-1.0;None;1;0;0;0
937;KORD;10.0;14;0;200;6000.0;>;27;C;CAT III;4.8;13.2;25000.0;None;1;0;0;0
937;KORD;10.0;14;0;200;6000.0;>;27;R;CAT III;4.8;13.2;25000.0;None;1;0;0;0
937;KORD;10.0;14;0;200;6000.0;>;28;C;CAT III;2.4;13.8;25000.0;None;1;0;0;0
936;KSFO;10.0;24;0;270;6000.0;>;28;R;CAT III;23.6;4.2;2200.0;None;1;0;0;0
936;KSFO;10.0;24;0;270;6000.0;>;28;L;CAT III;23.6;4.2;2200.0;None;1;0;0;0
938;KLAX;10.0;13;0;250;6000.0;>;24;R;No ILS;12.8;2.3;-1.0;None;0;1;1;1
939;KATL;10.0;7;0;140;6000.0;>;8;L;No ILS;3.5;6.1;-1.0;None;0;0;0;1
939;KATL;10.0;7;0;140;6000.0;>;9;R;No ILS;4.5;5.4;-1.0;None;0;0;0;1
939;KATL;10.0;7;0;140;6000.0;>;10;X;No ILS;5.4;4.5;-1.0;None;0;0;0;1
940;KIAD;10.0;4;0;180;6000.0;>;19;C;CAT III;3.9;0.7;-1.0;None;1;0;0;1
942;KJFK;10.0;14;0;200;6000.0;>;22;L;CAT III;13.2;4.8;-1.0;None;1;0;0;0
942;KJFK;10.0;14;0;200;6000.0;>;22;R;CAT III;13.2;4.8;-1.0;None;1;0;0;0
943;KLAX;10.0;18;0;240;6000.0;>;24;R;No ILS;18.0;0.0;-1.0;None;0;1;1;1
944;KORD;10.0;10;19;190;6000.0;>;27;C;CAT III;1.7;9.8;25000.0;None;1;0;0;0
944;KORD;10.0;10;19;190;6000.0;>;27;R;CAT III;1.7;9.8;25000.0;None;1;0;0;0
944;KORD;10.0;10;19;190;6000.0;>;28;C;CAT III;0.0;10.0;25000.0;None;1;0;0;0
945;KIAD;10.0;4;0;160;6000.0;>;19;L;CAT III;3.5;2.0;-1.0;None;1;0;0;1
945;KIAD;10.0;4;0;160;6000.0;>;19;C;CAT III;3.5;2.0;-1.0;None;1;0;0;1
945;KIAD;10.0;4;0;160;6000.0;>;19;R;CAT III;3.5;2.0;-1.0;None;1;0;0;1
947;KJFK;10.0;11;0;200;6000.0;>;22;L;CAT III;10.3;3.8;-1.0;None;1;0;0;0
947;KJFK;10.0;11;0;200;6000.0;>;22;R;CAT III;10.3;3.8;-1.0;None;1;0;0;0
948;KATL;10.0;7;0;140;6000.0;>;8;L;No ILS;3.5;6.1;-1.0;None;0;0;0;1
948;KATL;10.0;7;0;140;6000.0;>;9;R;No ILS;4.5;5.4;-1.0;None;0;0;0;1
948;KATL;10.0;7;0;140;6000.0;>;10;X;No ILS;5.4;4.5;-1.0;None;0;0;0;1
949;KORD;10.0;9;0;170;6000.0;>;27;C;CAT III;-1.6;8.9;25000.0;None;1;0;0;0
949;KORD;10.0;9;0;170;6000.0;>;27;R;CAT III;-1.6;8.9;25000.0;None;1;0;0;0
949;KORD;10.0;9;0;170;6000.0;>;28;C;CAT III;-3.1;8.5;25000.0;None;1;0;0;0
950;KLAX;10.0;20;28;240;6000.0;>;24;R;No ILS;20.0;0.0;-1.0;None;0;1;1;1
951;KJFK;10.0;15;0;210;6000.0;>;22;L;CAT III;14.8;2.6;-1.0;None;1;0;0;0
951;KJFK;10.0;15;0;210;6000.0;>;22;R;CAT III;14.8;2.6;-1.0;None;1;0;0;0
952;KIAD;10.0;5;0;160;6000.0;>;19;L;CAT III;4.3;2.5;-1.0;None;1;0;0;1
952;KIAD;10.0;5;0;160;6000.0;>;19;C;CAT III;4.3;2.5;-1.0;None;1;0;0;1
952;KIAD;10.0;5;0;160;6000.0;>;19;R;CAT III;4.3;2.5;-1.0;None;1;0;0;1
953;KATL;10.0;5;0;170;6000.0;>;8;L;No ILS;0.0;5.0;-1.0;None;0;0;0;1
953;KATL;10.0;5;0;170;6000.0;>;9;R;No ILS;0.9;4.9;-1.0;None;0;0;0;1
953;KATL;10.0;5;0;170;6000.0;>;10;X;No ILS;1.7;4.7;-1.0;None;0;0;0;1
955;KLAX;10.0;19;0;260;6000.0;>;24;R;No ILS;17.9;6.5;-1.0;None;0;1;1;1
956;KORD;10.0;9;0;160;6000.0;>;28;C;CAT III;-4.5;7.8;25000.0;None;1;0;0;1
956;KORD;10.0;9;0;160;6000.0;>;27;C;CAT III;-3.1;8.5;25000.0;None;1;0;0;1
956;KORD;10.0;9;0;160;6000.0;>;27;R;CAT III;-3.1;8.5;25000.0;None;1;0;0;1
957;KIAD;10.0;5;0;150;6000.0;>;19;L;CAT III;3.8;3.2;-1.0;None;1;0;0;1
957;KIAD;10.0;5;0;150;6000.0;>;19;C;CAT III;3.8;3.2;-1.0;None;1;0;0;1
957;KIAD;10.0;5;0;150;6000.0;>;19;R;CAT III;3.8;3.2;-1.0;None;1;0;0;1
958;KJFK;10.0;10;0;220;6000.0;>;22;L;CAT III;10.0;0.0;-1.0;None;1;0;0;0
958;KJFK;10.0;10;0;220;6000.0;>;22;R;CAT III;10.0;0.0;-1.0;None;1;0;0;0
959;KORD;10.0;8;0;160;6000.0;>;28;C;CAT III;-4.0;6.9;25000.0;None;1;0;0;0
960;KATL;10.0;5;0;140;6000.0;>;8;L;No ILS;2.5;4.3;-1.0;None;0;0;0;1
960;KATL;10.0;5;0;140;6000.0;>;9;R;No ILS;3.2;3.8;-1.0;None;0;0;0;1
960;KATL;10.0;5;0;140;6000.0;>;10;X;No ILS;3.8;3.2;-1.0;None;0;0;0;1
961;KLAX;10.0;17;0;260;6000.0;>;24;R;No ILS;16.0;5.8;-1.0;None;0;1;1;1
963;KJFK;10.0;10;0;240;6000.0;>;22;L;CAT III;9.4;3.4;-1.0;None;1;0;0;0
963;KJFK;10.0;10;0;240;6000.0;>;22;R;CAT III;9.4;3.4;-1.0;None;1;0;0;0
965;KLAX;10.0;6;0;250;6000.0;>;24;R;No ILS;5.9;1.0;-1.0;None;0;1;1;1
966;KIAD;10.0;5;0;170;6000.0;>;19;L;CAT III;4.7;1.7;-1.0;None;1;0;0;1
966;KIAD;10.0;5;0;170;6000.0;>;19;C;CAT III;4.7;1.7;-1.0;None;1;0;0;1
966;KIAD;10.0;5;0;170;6000.0;>;19;R;CAT III;4.7;1.7;-1.0;None;1;0;0;1
967;KATL;10.0;5;0;140;6000.0;>;8;L;No ILS;2.5;4.3;-1.0;None;0;0;0;1
967;KATL;10.0;5;0;140;6000.0;>;9;R;No ILS;3.2;3.8;-1.0;None;0;0;0;1
967;KATL;10.0;5;0;140;6000.0;>;10;X;No ILS;3.8;3.2;-1.0;None;0;0;0;1
968;KORD;10.0;8;0;180;6000.0;>;28;C;CAT III;-1.4;7.9;21000.0;None;1;0;0;0
971;KJFK;10.0;9;0;240;6000.0;>;22;L;No ILS;8.5;3.1;-1.0;None;0;1;0;0
970;KLAX;10.0;9;0;230;6000.0;>;24;R;No ILS;8.9;1.6;-1.0;None;0;1;1;1
972;KIAD;10.0;5;0;180;6000.0;>;19;L;CAT III;4.9;0.9;-1.0;None;1;0;0;1
972;KIAD;10.0;5;0;180;6000.0;>;19;R;CAT III;4.9;0.9;-1.0;None;1;0;0;1
973;KATL;10.0;4;0;130;6000.0;>;8;L;No ILS;2.6;3.1;-1.0;None;0;0;0;1
973;KATL;10.0;4;0;130;6000.0;>;9;R;No ILS;3.1;2.6;-1.0;None;0;0;0;1
973;KATL;10.0;4;0;130;6000.0;>;10;X;No ILS;3.5;2.0;-1.0;None;0;0;0;1
974;KIAD;10.0;4;0;200;6000.0;>;19;L;CAT III;3.9;0.7;-1.0;None;1;0;0;1
974;KIAD;10.0;4;0;200;6000.0;>;19;R;CAT III;3.9;0.7;-1.0;None;1;0;0;1
975;KATL;10.0;4;0;130;6000.0;>;8;L;No ILS;2.6;3.1;-1.0;None;0;0;0;1
975;KATL;10.0;4;0;130;6000.0;>;10;X;No ILS;3.5;2.0;-1.0;None;0;0;0;1
976;KLAX;10.0;3;0;210;6000.0;>;24;R;No ILS;2.6;1.5;-1.0;None;0;1;1;1
977;KSFO;10.0;14;0;250;6000.0;>;28;R;CAT III;12.1;7.0;-1.0;None;1;0;0;0
977;KSFO;10.0;14;0;250;6000.0;>;28;L;CAT III;12.1;7.0;-1.0;None;1;0;0;0
978;KJFK;10.0;9;0;250;6000.0;>;22;L;No ILS;7.8;4.5;-1.0;None;0;1;0;0
979;KORD;10.0;13;25;180;6000.0;>;27;C;CAT III;0.0;13.0;18000.0;None;1;0;0;0
980;KIAD;10.0;4;0;190;6000.0;>;19;L;CAT III;4.0;0.0;9000.0;None;1;0;0;1
980;KIAD;10.0;4;0;190;6000.0;>;19;R;CAT III;4.0;0.0;9000.0;None;1;0;0;1
981;KSFO;10.0;11;0;250;6000.0;>;28;R;CAT III;9.5;5.5;20000.0;None;1;0;0;0
982;KATL;10.0;4;0;120;6000.0;>;8;L;No ILS;3.1;2.6;25000.0;None;0;0;0;1
982;KATL;10.0;4;0;120;6000.0;>;10;X;No ILS;3.8;1.4;25000.0;None;0;0;0;1
983;KJFK;10.0;10;0;240;6000.0;>;22;L;No ILS;9.4;3.4;-1.0;None;0;1;0;0
984;KLAX;10.0;4;0;80;6000.0;>;24;R;No ILS;-3.8;1.4;-1.0;None;0;1;1;1
985;KORD;10.0;11;20;190;6000.0;>;27;C;CAT III;1.9;10.8;7000.0;None;1;0;0;0
986;KIAD;10.0;3;0;190;6000.0;>;19;L;CAT III;3.0;0.0;9500.0;None;1;0;0;1
986;KIAD;10.0;3;0;190;6000.0;>;19;R;CAT III;3.0;0.0;9500.0;None;1;0;0;1
987;KSFO;10.0;10;0;250;6000.0;>;28;R;CAT III;8.7;5.0;1900.0;None;1;0;0;0
988;KLAX;10.0;8;0;50;6000.0;>;24;R;No ILS;-7.9;1.4;24000.0;None;0;1;1;1
989;KATL;10.0;6;0;140;6000.0;>;8;L;No ILS;3.0;5.2;-1.0;None;0;0;0;1
989;KATL;10.0;6;0;140;6000.0;>;10;X;No ILS;4.6;3.9;-1.0;None;0;0;0;1
990;KORD;10.0;12;23;190;6000.0;>;27;C;CAT III;2.1;11.8;7500.0;None;1;0;0;0
991;KJFK;10.0;9;0;240;6000.0;>;22;L;No ILS;8.5;3.1;-1.0;None;0;1;0;0
992;KIAD;10.0;7;0;170;6000.0;>;19;L;CAT III;6.6;2.4;8000.0;None;1;0;0;1
992;KIAD;10.0;7;0;170;6000.0;>;19;R;CAT III;6.6;2.4;8000.0;None;1;0;0;1
993;KSFO;10.0;6;0;240;6000.0;>;28;R;CAT III;4.6;3.9;1800.0;None;1;0;0;0
994;KORD;10.0;9;0;180;6000.0;>;28;R;CAT III;-1.6;8.9;4000.0;None;1;0;0;0
995;KATL;10.0;6;0;130;6000.0;>;8;L;No ILS;3.9;4.6;-1.0;None;0;0;0;1
995;KATL;10.0;6;0;130;6000.0;>;10;X;No ILS;5.2;3.0;-1.0;None;0;0;0;1
996;KLAX;10.0;8;0;70;6000.0;>;6;R;No ILS;7.9;1.4;24000.0;None;0;1;1;1
997;KJFK;10.0;9;0;250;6000.0;>;22;L;No ILS;7.8;4.5;-1.0;None;0;1;0;0
998;KATL;10.0;6;0;120;6000.0;>;8;L;No ILS;4.6;3.9;-1.0;None;0;0;0;1
998;KATL;10.0;6;0;120;6000.0;>;10;X;No ILS;5.6;2.1;-1.0;None;0;0;0;1
999;KJFK;10.0;9;0;240;6000.0;>;22;L;No ILS;8.5;3.1;-1.0;None;0;1;0;0
1000;KIAD;10.0;5;0;180;6000.0;>;19;L;CAT III;4.9;0.9;7000.0;None;1;0;0;1
1000;KIAD;10.0;5;0;180;6000.0;>;19;R;CAT III;4.9;0.9;7000.0;None;1;0;0;1
1001;KSFO;10.0;6;0;260;6000.0;>;28;R;CAT III;5.6;2.1;1800.0;None;1;0;0;0
1002;KLAX;10.0;9;0;80;6000.0;>;6;R;No ILS;8.5;3.1;-1.0;None;0;1;1;1
1003;KORD;10.0;8;0;200;6000.0;>;28;R;CAT III;1.4;7.9;4100.0;None;1;0;0;0
1004;KIAD;10.0;5;0;180;6000.0;>;19;L;CAT III;4.9;0.9;7500.0;None;1;0;0;1
1004;KIAD;10.0;5;0;180;6000.0;>;19;R;CAT III;4.9;0.9;7500.0;None;1;0;0;1
1005;KLAX;10.0;6;0;80;6000.0;>;6;R;No ILS;5.6;2.1;-1.0;None;0;1;1;1
1006;KATL;10.0;7;0;120;6000.0;>;8;L;No ILS;5.4;4.5;25000.0;None;0;0;0;1
1006;KATL;10.0;7;0;120;6000.0;>;10;X;No ILS;6.6;2.4;25000.0;None;0;0;0;1
1007;KORD;10.0;10;20;190;6000.0;>;28;R;CAT III;0.0;10.0;8000.0;None;1;0;0;0
1009;KJFK;10.0;7;0;240;6000.0;>;22;L;No ILS;6.6;2.4;-1.0;None;0;1;0;0
1010;KIAD;10.0;3;0;190;6000.0;>;19;L;CAT III;3.0;0.0;11000.0;None;1;0;0;1
1010;KIAD;10.0;3;0;190;6000.0;>;19;C;CAT III;3.0;0.0;11000.0;None;1;0;0;1
1010;KIAD;10.0;3;0;190;6000.0;>;19;R;CAT III;3.0;0.0;11000.0;None;1;0;0;1
1012;KATL;10.0;7;0;120;6000.0;>;8;L;CAT III;5.4;4.5;20000.0;None;1;0;0;0
1012;KATL;10.0;7;0;120;6000.0;>;9;R;CAT III;6.1;3.5;20000.0;None;1;0;0;0
1012;KATL;10.0;7;0;120;6000.0;>;10;X;CAT III;6.6;2.4;20000.0;None;1;0;0;0
1013;KJFK;10.0;8;0;230;6000.0;>;22;L;CAT III;7.9;1.4;8500.0;None;1;0;0;0
1013;KJFK;10.0;8;0;230;6000.0;>;22;R;CAT III;7.9;1.4;8500.0;None;1;0;0;0
1014;KLAX;10.0;5;0;70;6000.0;>;6;R;No ILS;4.9;0.9;-1.0;None;0;1;1;1
1015;KORD;10.0;11;0;210;6000.0;>;27;C;CAT III;5.5;9.5;7000.0;None;1;0;0;0
1016;KATL;10.0;10;0;110;6000.0;>;8;L;CAT III;8.7;5.0;20000.0;None;1;0;0;1
1016;KATL;10.0;10;0;110;6000.0;>;9;R;CAT III;9.4;3.4;20000.0;None;1;0;0;1
1016;KATL;10.0;10;0;110;6000.0;>;10;X;CAT III;9.8;1.7;20000.0;None;1;0;0;1
1017;KJFK;10.0;10;0;230;6000.0;>;22;L;CAT III;9.8;1.7;8000.0;None;1;0;0;0
1017;KJFK;10.0;10;0;230;6000.0;>;22;R;CAT III;9.8;1.7;8000.0;None;1;0;0;0
1018;KIAD;10.0;4;0;170;6000.0;>;19;L;CAT III;3.8;1.4;25000.0;None;1;0;0;1
1018;KIAD;10.0;4;0;170;6000.0;>;19;C;CAT III;3.8;1.4;25000.0;None;1;0;0;1
1018;KIAD;10.0;4;0;170;6000.0;>;19;R;CAT III;3.8;1.4;25000.0;None;1;0;0;1
1019;KLAX;10.0;5;0;80;6000.0;>;6;R;No ILS;4.7;1.7;1200.0;None;0;1;1;1
1021;KORD;9.0;10;17;220;6000.0;>;27;C;CAT III;6.4;7.7;8500.0;- RA;1;0;0;0
1021;KORD;9.0;10;17;220;6000.0;>;27;R;CAT III;6.4;7.7;8500.0;- RA;1;0;0;0
1021;KORD;9.0;10;17;220;6000.0;>;28;C;CAT III;5.0;8.7;8500.0;- RA;1;0;0;0
1022;KLAX;10.0;6;0;60;6000.0;>;6;R;No ILS;6.0;0.0;1800.0;None;0;1;1;1
1024;KIAD;10.0;5;0;170;6000.0;>;19;C;CAT III;4.7;1.7;11000.0;None;1;0;0;1
1025;KATL;10.0;10;0;110;6000.0;>;8;L;CAT III;8.7;5.0;3300.0;None;1;1;0;0
1025;KATL;10.0;10;0;110;6000.0;>;10;X;CAT III;9.8;1.7;3300.0;None;1;1;0;0
1026;KORD;9.0;6;0;190;6000.0;>;27;C;CAT III;1.0;5.9;3900.0;- RA;1;0;0;0
1026;KORD;9.0;6;0;190;6000.0;>;27;R;CAT III;1.0;5.9;3900.0;- RA;1;0;0;0
1026;KORD;9.0;6;0;190;6000.0;>;28;C;CAT III;0.0;6.0;3900.0;- RA;1;0;0;0
1027;KJFK;10.0;7;0;220;6000.0;>;22;L;No ILS;7.0;0.0;8000.0;None;0;1;0;0
1028;KLAX;10.0;5;0;70;6000.0;>;24;R;No ILS;-4.9;0.9;-1.0;None;0;1;1;1
1029;KSFO;10.0;4;0;110;6000.0;▼;28;R;CAT III;-3.9;0.7;2200.0;None;1;0;0;0
1030;KJFK;10.0;11;0;220;6000.0;>;22;L;CAT III;11.0;0.0;8500.0;None;1;0;0;0
1030;KJFK;10.0;11;0;220;6000.0;>;22;R;CAT III;11.0;0.0;8500.0;None;1;0;0;0
1031;KORD;10.0;11;0;200;6000.0;>;27;C;CAT III;3.8;10.3;10000.0;None;1;0;0;0
1031;KORD;10.0;11;0;200;6000.0;>;27;R;CAT III;3.8;10.3;10000.0;None;1;0;0;0
1031;KORD;10.0;11;0;200;6000.0;>;28;C;CAT III;1.9;10.8;10000.0;None;1;0;0;0
1032;KATL;10.0;8;0;110;6000.0;>;8;L;CAT III;6.9;4.0;2300.0;None;1;1;0;0
1032;KATL;10.0;8;0;110;6000.0;>;9;R;CAT III;7.5;2.7;2300.0;None;1;1;0;0
1032;KATL;10.0;8;0;110;6000.0;>;10;X;CAT III;7.9;1.4;2300.0;None;1;1;0;0
1033;KIAD;10.0;8;0;220;6000.0;>;19;L;CAT III;6.9;4.0;25000.0;None;1;0;0;1
1033;KIAD;10.0;8;0;220;6000.0;>;19;C;CAT III;6.9;4.0;25000.0;None;1;0;0;1
1033;KIAD;10.0;8;0;220;6000.0;>;19;R;CAT III;6.9;4.0;25000.0;None;1;0;0;1
