airport_icao;visibility;wind_speed;wind_gust;wind_direction;rvr;rvr_tendency;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KIAD;10.0;6;0;180;6000.0;Excellent;19;C;CAT III;5.9;-1.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;180;6000.0;Excellent;19;L;CAT III;5.9;-1.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;180;6000.0;Excellent;19;R;CAT III;5.9;-1.0;99999;No Phenomenon;1;0;0;1
KSFO;10.0;8;0;260;6000.0;Excellent;28;L;CAT II;7.5;-2.7;99999;No Phenomenon;1;0;0;0
KATL;10.0;0;0;0;6000.0;Excellent;27;L;CAT II;0.0;0.0;99999;No Phenomenon;0;0;0;1
KORD;10.0;5;0;310;6000.0;Excellent;28;R;CAT III;4.3;2.5;5000;No Phenomenon;1;0;0;0
KSFO;10.0;5;0;260;6000.0;Excellent;28;L;CAT II;4.7;-1.7;99999;No Phenomenon;1;0;0;0
KIAD;10.0;0;0;0;6000.0;Excellent;19;C;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;R;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;0;1
KATL;10.0;0;0;0;6000.0;Excellent;26;R;CAT II;-0.0;0.0;99999;No Phenomenon;0;0;0;1
KORD;10.0;4;0;210;6000.0;Excellent;28;R;CAT III;1.4;-3.8;5000;No Phenomenon;1;0;0;0
KIAD;10.0;3;0;150;6000.0;Excellent;19;L;CAT III;2.3;-1.9;99999;No Phenomenon;1;0;0;1
KIAD;10.0;3;0;150;6000.0;Excellent;19;R;CAT III;2.3;-1.9;99999;No Phenomenon;1;0;0;1
KSFO;10.0;3;0;270;6000.0;Excellent;28;L;CAT II;3.0;-0.5;99999;No Phenomenon;1;0;0;0
KJFK;10.0;4;0;160;6000.0;Excellent;22;L;CAT III;2.0;-3.5;22000;No Phenomenon;1;0;0;0
KJFK;10.0;4;0;160;6000.0;Excellent;22;R;CAT I;2.0;-3.5;22000;No Phenomenon;1;0;0;0
KATL;10.0;3;0;240;6000.0;Excellent;26;R;CAT II;2.8;-1.0;99999;No Phenomenon;0;0;0;1
KORD;10.0;4;0;240;6000.0;Excellent;27;C;CAT III;3.5;-2.0;99999;No Phenomenon;1;0;0;0
KORD;10.0;4;0;240;6000.0;Excellent;27;R;CAT III;3.5;-2.0;99999;No Phenomenon;1;0;0;0
KORD;10.0;4;0;240;6000.0;Excellent;28;C;CAT III;3.1;-2.6;99999;No Phenomenon;1;0;0;0
KJFK;10.0;7;0;190;6000.0;Excellent;22;L;CAT III;6.1;-3.5;24000;No Phenomenon;1;0;0;0
KJFK;10.0;7;0;190;6000.0;Excellent;22;R;CAT I;6.1;-3.5;24000;No Phenomenon;1;0;0;0
KATL;8.0;3;0;240;6000.0;Excellent;26;R;CAT II;2.8;-1.0;99999;No Phenomenon;0;0;0;1
KORD;10.0;4;0;250;6000.0;Excellent;27;C;CAT III;3.8;-1.4;99999;No Phenomenon;1;0;0;0
KORD;10.0;4;0;250;6000.0;Excellent;27;R;CAT III;3.8;-1.4;99999;No Phenomenon;1;0;0;0
KORD;10.0;4;0;250;6000.0;Excellent;28;C;CAT III;3.5;-2.0;99999;No Phenomenon;1;0;0;0
KSFO;10.0;4;0;260;5500.0;Stable;28;R;CAT III;3.8;-1.4;99999;No Phenomenon;1;0;0;0
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KSFO;0.25;0;0;0;1200.0;Stable;28;R;CAT III;0.0;0.0;200;FG;1;0;0;0
KLAX;0.25;4;0;100;1600.0;Stable;24;R;CAT III;-3.1;-2.6;100;No Phenomenon;0;0;1;0
KLAX;0.25;4;0;100;1400.0;Deteriorating;25;L;CAT III;-3.5;-2.0;100;No Phenomenon;0;0;1;0
KORD;10.0;8;0;300;6000.0;Excellent;27;C;CAT III;6.9;4.0;99999;No Phenomenon;1;0;0;0
KORD;10.0;8;0;300;6000.0;Excellent;27;R;CAT III;6.9;4.0;99999;No Phenomenon;1;0;0;0
KORD;10.0;8;0;300;6000.0;Excellent;28;C;CAT III;7.5;2.7;99999;No Phenomenon;1;0;0;0
KATL;8.0;4;0;280;6000.0;Excellent;26;R;CAT II;3.8;1.4;99999;No Phenomenon;0;0;0;1
KJFK;10.0;8;0;220;6000.0;Excellent;22;L;CAT III;8.0;0.0;25000;No Phenomenon;1;0;0;0
KJFK;10.0;8;0;220;6000.0;Excellent;22;R;CAT I;8.0;0.0;25000;No Phenomenon;1;0;0;0
KIAD;10.0;5;0;190;6000.0;Excellent;19;L;CAT III;5.0;0.0;9000;No Phenomenon;1;0;0;1
KJFK;10.0;6;0;210;6000.0;Excellent;22;L;CAT III;5.9;-1.0;25000;No Phenomenon;1;0;0;0
KJFK;10.0;6;0;210;6000.0;Excellent;22;R;CAT I;5.9;-1.0;25000;No Phenomenon;1;0;0;0
KIAD;10.0;4;0;150;6000.0;Excellent;19;L;CAT III;3.1;-2.6;25000;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;150;6000.0;Excellent;19;R;CAT III;3.1;-2.6;25000;No Phenomenon;1;0;0;1
KSFO;0.25;3;0;350;1200.0;Stable;28;R;CAT III;1.0;2.8;200;FG;1;0;0;0
KLAX;0.125;4;0;70;1800.0;Improving;24;R;CAT III;-3.9;-0.7;100;No Phenomenon;0;0;1;0
KLAX;0.125;4;0;70;700.0;Stable;25;L;CAT III;-4.0;0.0;100;No Phenomenon;0;0;1;0
KATL;10.0;9;0;310;6000.0;Excellent;26;R;CAT II;5.8;6.9;99999;No Phenomenon;0;0;0;1
KORD;10.0;9;0;320;6000.0;Excellent;27;C;CAT III;5.8;6.9;99999;No Phenomenon;1;0;0;0
KORD;10.0;9;0;320;6000.0;Excellent;27;R;CAT III;5.8;6.9;99999;No Phenomenon;1;0;0;0
KORD;10.0;9;0;320;6000.0;Excellent;28;C;CAT III;6.9;5.8;99999;No Phenomenon;1;0;0;0
KSFO;0.25;4;0;290;3500.0;Stable;28;R;CAT III;3.9;0.7;200;FG;1;0;0;0
KATL;10.0;12;0;300;6000.0;Excellent;26;L;CAT I;9.2;7.7;99999;No Phenomenon;0;0;0;1
KATL;10.0;12;0;300;6000.0;Excellent;27;L;CAT II;10.4;6.0;99999;No Phenomenon;0;0;0;1
KATL;10.0;12;0;300;6000.0;Excellent;28;X;CAT II;11.3;4.1;99999;No Phenomenon;0;0;0;1
KORD;10.0;6;0;300;6000.0;Excellent;27;C;CAT III;5.2;3.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;6;0;300;6000.0;Excellent;27;R;CAT III;5.2;3.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;6;0;300;6000.0;Excellent;28;C;CAT III;5.6;2.1;99999;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;190;6000.0;Excellent;19;C;CAT III;6.0;0.0;12000;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;190;6000.0;Excellent;19;L;CAT III;6.0;0.0;12000;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;190;6000.0;Excellent;19;R;CAT III;6.0;0.0;12000;No Phenomenon;1;0;0;1
KLAX;0.25;4;0;140;4500.0;Improving;24;R;CAT III;-0.7;-3.9;100;No Phenomenon;0;0;1;0
KLAX;0.25;4;0;140;1200.0;Stable;25;L;CAT III;-1.4;-3.8;100;No Phenomenon;0;0;1;0
KJFK;10.0;5;0;190;6000.0;Excellent;22;L;CAT III;4.3;-2.5;23000;No Phenomenon;1;0;0;0
KJFK;10.0;5;0;190;6000.0;Excellent;22;R;CAT I;4.3;-2.5;23000;No Phenomenon;1;0;0;0
KLAX;3.0;0;0;0;6000.0;Excellent;24;R;CAT III;-0.0;0.0;99999;BCFG BR;0;0;1;0
KLAX;3.0;0;0;0;6000.0;Excellent;25;L;CAT III;-0.0;0.0;99999;BCFG BR;0;0;1;0
KIAD;10.0;6;0;200;6000.0;Excellent;19;C;CAT III;5.9;1.0;12000;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;200;6000.0;Excellent;19;L;CAT III;5.9;1.0;12000;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;200;6000.0;Excellent;19;R;CAT III;5.9;1.0;12000;No Phenomenon;1;0;0;1
KSFO;2.5;0;0;0;6000.0;Excellent;28;L;CAT II;0.0;0.0;500;BR;1;0;0;0
KSFO;2.5;0;0;0;6000.0;Excellent;28;R;CAT III;0.0;0.0;500;BR;1;0;0;0
KORD;10.0;10;0;310;6000.0;Excellent;27;C;CAT III;7.7;6.4;99999;No Phenomenon;1;0;0;1
KORD;10.0;10;0;310;6000.0;Excellent;27;R;CAT III;7.7;6.4;99999;No Phenomenon;1;0;0;1
KORD;10.0;10;0;310;6000.0;Excellent;28;C;CAT III;8.7;5.0;99999;No Phenomenon;1;0;0;1
KATL;10.0;16;23;330;6000.0;Excellent;26;L;CAT I;5.5;15.0;99999;No Phenomenon;0;0;0;1
KATL;10.0;16;23;330;6000.0;Excellent;27;L;CAT II;8.0;13.9;99999;No Phenomenon;0;0;0;1
KATL;10.0;16;23;330;6000.0;Excellent;28;X;CAT II;10.3;12.3;99999;No Phenomenon;0;0;0;1
KJFK;10.0;5;0;190;6000.0;Excellent;22;L;CAT III;4.3;-2.5;22000;No Phenomenon;1;0;0;0
KJFK;10.0;5;0;190;6000.0;Excellent;22;R;CAT I;4.3;-2.5;22000;No Phenomenon;1;0;0;0
KSFO;5.0;3;0;20;6000.0;Excellent;28;L;CAT II;-0.5;3.0;99999;BR;1;0;0;0
KSFO;5.0;3;0;20;6000.0;Excellent;28;R;CAT III;-0.5;3.0;99999;BR;1;0;0;0
KLAX;1.0;8;0;250;6000.0;Excellent;24;R;CAT III;7.9;1.4;200;No Phenomenon;0;0;1;0
KLAX;1.0;8;0;250;6000.0;Excellent;25;L;CAT III;8.0;0.0;200;No Phenomenon;0;0;1;0
KATL;10.0;12;0;300;6000.0;Excellent;26;R;CAT II;9.2;7.7;99999;No Phenomenon;0;0;0;1
KORD;10.0;7;0;330;6000.0;Excellent;27;C;CAT III;3.5;6.1;99999;No Phenomenon;1;0;0;1
KORD;10.0;7;0;330;6000.0;Excellent;27;R;CAT III;3.5;6.1;99999;No Phenomenon;1;0;0;1
KORD;10.0;7;0;330;6000.0;Excellent;28;C;CAT III;4.5;5.4;99999;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;230;6000.0;Excellent;19;C;CAT III;3.8;3.2;7000;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;230;6000.0;Excellent;19;L;CAT III;3.8;3.2;7000;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;230;6000.0;Excellent;19;R;CAT III;3.8;3.2;7000;No Phenomenon;1;0;0;1
KJFK;10.0;8;0;170;6000.0;Excellent;22;L;CAT III;5.1;-6.1;23000;No Phenomenon;1;0;0;0
KJFK;10.0;8;0;170;6000.0;Excellent;22;R;CAT I;5.1;-6.1;23000;No Phenomenon;1;0;0;0
KLAX;5.0;7;0;240;6000.0;Excellent;24;R;CAT III;7.0;0.0;99999;BR;0;0;1;0
KLAX;5.0;7;0;240;6000.0;Excellent;25;L;CAT III;6.9;-1.2;99999;BR;0;0;1;0
KJFK;10.0;8;0;180;6000.0;Excellent;22;L;CAT III;6.1;-5.1;23000;No Phenomenon;1;0;0;0
KJFK;10.0;8;0;180;6000.0;Excellent;22;R;CAT I;6.1;-5.1;23000;No Phenomenon;1;0;0;0
KIAD;10.0;0;0;0;6000.0;Excellent;1;C;CAT II;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;L;CAT III;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;R;CAT III;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;6;0;270;6000.0;Excellent;27;C;CAT III;6.0;0.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;6;0;270;6000.0;Excellent;27;R;CAT III;6.0;0.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;6;0;270;6000.0;Excellent;28;C;CAT III;5.9;-1.0;99999;No Phenomenon;1;0;0;1
KATL;10.0;11;17;300;6000.0;Excellent;26;R;CAT II;8.4;7.1;99999;No Phenomenon;0;0;0;1
KJFK;10.0;4;0;200;6000.0;Excellent;22;L;CAT III;3.8;-1.4;23000;No Phenomenon;1;0;0;0
KJFK;10.0;4;0;200;6000.0;Excellent;22;R;CAT I;3.8;-1.4;23000;No Phenomenon;1;0;0;0
KIAD;10.0;10;0;310;6000.0;Excellent;1;C;CAT II;5.0;-8.7;99999;No Phenomenon;1;0;0;1
KIAD;10.0;10;0;310;6000.0;Excellent;1;L;CAT III;5.0;-8.7;99999;No Phenomenon;1;0;0;1
KIAD;10.0;10;0;310;6000.0;Excellent;1;R;CAT III;5.0;-8.7;99999;No Phenomenon;1;0;0;1
KLAX;7.0;8;0;240;6000.0;Excellent;24;R;CAT III;8.0;0.0;99999;No Phenomenon;0;0;1;0
KLAX;7.0;8;0;240;6000.0;Excellent;25;L;CAT III;7.9;-1.4;99999;No Phenomenon;0;0;1;0
KATL;10.0;11;0;300;6000.0;Excellent;26;R;CAT II;8.4;7.1;99999;No Phenomenon;0;0;0;1
KORD;10.0;9;15;280;6000.0;Excellent;27;C;CAT III;8.9;1.6;99999;No Phenomenon;1;0;0;1
KORD;10.0;9;15;280;6000.0;Excellent;27;R;CAT III;8.9;1.6;99999;No Phenomenon;1;0;0;1
KORD;10.0;9;15;280;6000.0;Excellent;28;C;CAT III;9.0;0.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;5;0;230;6000.0;Excellent;22;L;CAT III;4.9;0.9;14000;No Phenomenon;1;0;0;0
KJFK;10.0;5;0;230;6000.0;Excellent;22;R;CAT I;4.9;0.9;14000;No Phenomenon;1;0;0;0
KIAD;10.0;9;0;340;6000.0;Excellent;1;C;CAT II;7.8;-4.5;99999;No Phenomenon;1;0;0;1
KIAD;10.0;9;0;340;6000.0;Excellent;1;L;CAT III;7.8;-4.5;99999;No Phenomenon;1;0;0;1
KIAD;10.0;9;0;340;6000.0;Excellent;1;R;CAT III;7.8;-4.5;99999;No Phenomenon;1;0;0;1
KLAX;8.0;11;0;250;6000.0;Excellent;24;R;CAT III;10.8;1.9;99999;No Phenomenon;0;0;1;0
KLAX;8.0;11;0;250;6000.0;Excellent;25;L;CAT III;11.0;0.0;99999;No Phenomenon;0;0;1;0
KATL;10.0;14;19;270;6000.0;Excellent;26;R;CAT II;13.8;2.4;99999;No Phenomenon;0;0;0;1
KORD;10.0;10;0;280;6000.0;Excellent;27;C;CAT III;9.8;1.7;99999;No Phenomenon;1;0;0;1
KORD;10.0;10;0;280;6000.0;Excellent;27;R;CAT III;9.8;1.7;99999;No Phenomenon;1;0;0;1
KORD;10.0;10;0;280;6000.0;Excellent;28;C;CAT III;10.0;0.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;5;0;150;6000.0;Excellent;22;L;CAT III;1.7;-4.7;11000;No Phenomenon;1;0;0;0
KJFK;10.0;5;0;150;6000.0;Excellent;22;R;CAT I;1.7;-4.7;11000;No Phenomenon;1;0;0;0
KORD;10.0;8;0;250;6000.0;Excellent;27;C;CAT III;7.5;-2.7;99999;No Phenomenon;1;0;0;1
KORD;10.0;8;0;250;6000.0;Excellent;27;R;CAT III;7.5;-2.7;99999;No Phenomenon;1;0;0;1
KORD;10.0;8;0;250;6000.0;Excellent;28;C;CAT III;6.9;-4.0;99999;No Phenomenon;1;0;0;1
KATL;10.0;12;21;320;6000.0;Excellent;26;R;CAT II;6.0;10.4;99999;No Phenomenon;0;0;0;1
KLAX;9.0;9;0;250;6000.0;Excellent;24;L;CAT III;8.9;1.6;99999;No Phenomenon;1;0;1;1
KLAX;9.0;9;0;250;6000.0;Excellent;24;R;CAT III;8.9;1.6;99999;No Phenomenon;1;0;1;1
KLAX;9.0;9;0;250;6000.0;Excellent;25;L;CAT III;9.0;0.0;99999;No Phenomenon;1;0;1;1
KIAD;10.0;9;17;300;6000.0;Excellent;1;C;CAT II;3.1;-8.5;99999;No Phenomenon;1;0;0;1
KIAD;10.0;8;0;340;6000.0;Excellent;1;C;CAT II;6.9;-4.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;8;0;340;6000.0;Excellent;1;L;CAT III;6.9;-4.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;8;0;340;6000.0;Excellent;1;R;CAT III;6.9;-4.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;3;0;130;6000.0;Excellent;22;L;CAT III;-0.0;-3.0;10000;No Phenomenon;1;0;0;0
KJFK;10.0;3;0;130;6000.0;Excellent;22;R;CAT I;-0.0;-3.0;10000;No Phenomenon;1;0;0;0
KLAX;10.0;9;0;240;6000.0;Excellent;24;R;CAT III;9.0;0.0;99999;No Phenomenon;1;0;1;1
KLAX;10.0;9;0;240;6000.0;Excellent;25;L;CAT III;8.9;-1.6;99999;No Phenomenon;1;0;1;1
KATL;10.0;13;0;320;6000.0;Excellent;26;R;CAT II;6.5;11.3;99999;No Phenomenon;0;0;0;1
KORD;10.0;4;0;280;6000.0;Excellent;27;C;CAT III;3.9;0.7;99999;No Phenomenon;1;0;0;1
KORD;10.0;4;0;280;6000.0;Excellent;27;R;CAT III;3.9;0.7;99999;No Phenomenon;1;0;0;1
KORD;10.0;4;0;280;6000.0;Excellent;28;C;CAT III;4.0;0.0;99999;No Phenomenon;1;0;0;1
KLAX;10.0;7;0;240;6000.0;Excellent;24;R;CAT III;7.0;0.0;99999;No Phenomenon;1;0;1;1
KLAX;10.0;7;0;240;6000.0;Excellent;25;L;CAT III;6.9;-1.2;99999;No Phenomenon;1;0;1;1
KJFK;10.0;3;0;210;6000.0;Excellent;22;L;CAT III;3.0;-0.5;8000;No Phenomenon;1;0;0;0
KJFK;10.0;3;0;210;6000.0;Excellent;22;R;CAT I;3.0;-0.5;8000;No Phenomenon;1;0;0;0
KATL;10.0;6;0;280;6000.0;Excellent;26;R;CAT II;5.6;2.1;99999;No Phenomenon;0;0;0;1
KORD;10.0;5;0;270;6000.0;Excellent;27;C;CAT III;5.0;0.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;5;0;270;6000.0;Excellent;27;R;CAT III;5.0;0.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;5;0;270;6000.0;Excellent;28;C;CAT III;4.9;-0.9;99999;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;330;6000.0;Excellent;1;C;CAT II;4.6;-3.9;99999;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;330;6000.0;Excellent;1;L;CAT III;4.6;-3.9;99999;No Phenomenon;1;0;0;1
KIAD;10.0;6;0;330;6000.0;Excellent;1;R;CAT III;4.6;-3.9;99999;No Phenomenon;1;0;0;1
KJFK;10.0;11;0;320;6000.0;Excellent;22;L;CAT III;-1.9;10.8;99999;No Phenomenon;1;0;0;0
KJFK;10.0;11;0;320;6000.0;Excellent;22;R;CAT I;-1.9;10.8;99999;No Phenomenon;1;0;0;0
KATL;10.0;5;0;270;6000.0;Excellent;26;R;CAT II;4.9;0.9;99999;No Phenomenon;0;0;0;1
KLAX;10.0;5;0;240;6000.0;Excellent;24;R;CAT III;5.0;0.0;99999;No Phenomenon;1;0;1;1
KLAX;10.0;5;0;240;6000.0;Excellent;25;L;CAT III;4.9;-0.9;99999;No Phenomenon;1;0;1;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;C;CAT II;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;L;CAT III;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;R;CAT III;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;0;0;0;6000.0;Excellent;9;L;CAT III;-0.0;-0.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;0;0;0;6000.0;Excellent;10;C;CAT III;-0.0;-0.0;99999;No Phenomenon;1;0;0;1
KLAX;10.0;3;0;240;6000.0;Excellent;24;R;CAT III;3.0;0.0;99999;No Phenomenon;1;0;1;1
KLAX;10.0;3;0;240;6000.0;Excellent;25;L;CAT III;3.0;-0.5;99999;No Phenomenon;1;0;1;1
KATL;10.0;4;0;280;6000.0;Excellent;26;R;CAT II;3.8;1.4;99999;No Phenomenon;0;0;0;1
KJFK;10.0;7;0;320;6000.0;Excellent;31;L;CAT I;6.9;1.2;99999;No Phenomenon;1;0;0;1
KJFK;10.0;7;0;320;6000.0;Excellent;31;R;CAT I;6.9;1.2;99999;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;330;6000.0;Excellent;1;C;CAT II;3.1;-2.6;99999;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;330;6000.0;Excellent;1;L;CAT III;3.1;-2.6;99999;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;330;6000.0;Excellent;1;R;CAT III;3.1;-2.6;99999;No Phenomenon;1;0;0;1
KORD;10.0;3;0;230;6000.0;Excellent;9;L;CAT III;-2.3;1.9;99999;No Phenomenon;1;0;0;1
KORD;10.0;3;0;230;6000.0;Excellent;10;C;CAT III;-1.9;2.3;99999;No Phenomenon;1;0;0;1
KATL;10.0;5;0;290;6000.0;Excellent;26;R;CAT II;4.3;2.5;99999;No Phenomenon;0;0;0;1
KJFK;10.0;7;0;280;6000.0;Excellent;31;L;CAT I;6.1;-3.5;99999;No Phenomenon;1;0;0;1
KJFK;10.0;7;0;280;6000.0;Excellent;31;R;CAT I;6.1;-3.5;99999;No Phenomenon;1;0;0;1
KLAX;10.0;3;0;150;6000.0;Excellent;24;R;CAT III;-0.0;-3.0;99999;No Phenomenon;1;0;1;1
KLAX;10.0;3;0;150;6000.0;Excellent;25;L;CAT III;-0.5;-3.0;99999;No Phenomenon;1;0;1;1
KORD;10.0;5;0;170;6000.0;Excellent;9;C;CAT III;0.9;4.9;99999;No Phenomenon;1;0;0;0
KIAD;10.0;5;0;340;6000.0;Excellent;1;C;CAT II;4.3;-2.5;99999;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;340;6000.0;Excellent;1;L;CAT III;4.3;-2.5;99999;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;340;6000.0;Excellent;1;R;CAT III;4.3;-2.5;99999;No Phenomenon;1;0;0;1
KATL;10.0;3;0;270;6000.0;Excellent;26;R;CAT II;3.0;0.5;99999;No Phenomenon;0;0;0;1
KIAD;10.0;4;0;160;6000.0;Excellent;1;C;CAT II;-3.5;2.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;160;6000.0;Excellent;1;L;CAT III;-3.5;2.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;0;0;0;6000.0;Excellent;9;C;CAT III;-0.0;-0.0;99999;No Phenomenon;1;0;0;0
KLAX;10.0;4;0;100;6000.0;Excellent;24;R;CAT III;-3.1;-2.6;99999;No Phenomenon;1;0;1;1
KLAX;10.0;4;0;100;6000.0;Excellent;25;L;CAT III;-3.5;-2.0;99999;No Phenomenon;1;0;1;1
KJFK;10.0;6;0;260;6000.0;Excellent;31;L;CAT I;3.9;-4.6;99999;No Phenomenon;1;0;0;1
KJFK;10.0;6;0;260;6000.0;Excellent;31;R;CAT I;3.9;-4.6;99999;No Phenomenon;1;0;0;1
KLAX;10.0;0;0;0;6000.0;Excellent;24;R;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;1;1
KLAX;10.0;0;0;0;6000.0;Excellent;25;L;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;1;1
KATL;10.0;4;0;280;6000.0;Excellent;26;R;CAT II;3.8;1.4;99999;No Phenomenon;0;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;C;CAT II;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;L;CAT III;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;0;0;0;6000.0;Excellent;9;C;CAT III;-0.0;-0.0;99999;No Phenomenon;1;0;0;0
KJFK;10.0;7;0;290;6000.0;Excellent;31;L;CAT I;6.6;-2.4;99999;No Phenomenon;1;0;0;1
KJFK;10.0;7;0;290;6000.0;Excellent;31;R;CAT I;6.6;-2.4;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;C;CAT II;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;L;CAT III;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KATL;10.0;3;0;250;6000.0;Excellent;26;R;CAT II;3.0;-0.5;99999;No Phenomenon;0;0;0;1
KORD;10.0;0;0;0;6000.0;Excellent;9;C;CAT III;-0.0;-0.0;20000;No Phenomenon;1;0;0;0
KJFK;10.0;12;0;310;6000.0;Excellent;31;L;CAT I;12.0;0.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;12;0;310;6000.0;Excellent;31;R;CAT I;12.0;0.0;99999;No Phenomenon;1;0;0;1
KLAX;10.0;0;0;0;6000.0;Excellent;24;R;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;1;1
KLAX;10.0;0;0;0;6000.0;Excellent;25;L;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;1;1
KJFK;10.0;10;0;290;6000.0;Excellent;31;L;CAT I;9.4;-3.4;99999;No Phenomenon;1;0;0;1
KJFK;10.0;10;0;290;6000.0;Excellent;31;R;CAT I;9.4;-3.4;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;C;CAT II;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;L;CAT III;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KLAX;10.0;5;0;130;6000.0;Excellent;24;R;CAT III;-1.7;-4.7;99999;No Phenomenon;1;0;1;1
KLAX;10.0;5;0;130;6000.0;Excellent;25;L;CAT III;-2.5;-4.3;99999;No Phenomenon;1;0;1;1
KATL;10.0;3;0;260;6000.0;Excellent;26;R;CAT II;3.0;0.0;99999;No Phenomenon;0;0;0;1
KORD;10.0;0;0;0;6000.0;Excellent;9;R;CAT III;-0.0;-0.0;10000;No Phenomenon;1;0;0;0
KLAX;0.0625;7;0;100;1800.0;Stable;24;R;CAT III;-5.4;-4.5;100;No Phenomenon;1;0;1;1
KLAX;0.0625;7;0;100;1000.0;Stable;25;L;CAT III;-6.1;-3.5;100;No Phenomenon;1;0;1;1
KORD;10.0;5;0;180;6000.0;Excellent;9;C;CAT III;0.0;5.0;10000;No Phenomenon;1;0;0;0
KJFK;10.0;7;0;300;6000.0;Excellent;31;L;CAT I;6.9;-1.2;99999;No Phenomenon;1;0;0;1
KJFK;10.0;7;0;300;6000.0;Excellent;31;R;CAT I;6.9;-1.2;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;C;CAT II;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;L;CAT III;0.0;-0.0;99999;No Phenomenon;1;0;0;1
KATL;10.0;6;0;310;6000.0;Excellent;26;R;CAT II;3.9;4.6;99999;No Phenomenon;0;0;0;1
KIAD;10.0;4;0;10;6000.0;Excellent;1;C;CAT II;4.0;0.0;99999;No Phenomenon;1;0;0;1
